"ID","Age","Genre","Revenus","Statut_marital","Nb_enfants","Montant","Café","Céréales","Fruits_bio","Haricots","Jambon","Lait","Legumes_bio","Pâtes","Poisson","Poisson_bio","Pommes","Poulet","Purée","Salade","Sauce_tomate","Soda","Viande_bio","Yaourt"
227,63,"Femme",65877,"Célibataire",1,96,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1
228,77,"Femme",33204,"Marié(e)",1,28.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
229,72,"Homme",207807,"Célibataire",1,44.5,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1
230,21,"Homme",28374,"Célibataire",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
231,27,"Homme",15773,"Célibataire",0,13.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
232,45,"Homme",144551,"Marié(e)",2,47.5,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
233,29,"Homme",23819,"Célibataire",0,13.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
234,35,"Femme",235631,"Célibataire",2,20.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
235,75,"Femme",27361,"Veuf(ve)",0,28.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
236,46,"Femme",55773,"Célibataire",1,35.5,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1
237,43,"Femme",162428,"Célibataire",0,41,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
238,79,"Femme",31004,"Marié(e)",1,28.5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1
239,22,"Homme",28009,"Célibataire",0,36,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
240,38,"Homme",38137,"Marié(e)",2,33,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
241,74,"Femme",29990,"Marié(e)",1,14.5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1
242,24,"Femme",150715,"Célibataire",2,44,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0
243,49,"Homme",52203,"Marié(e)",3,38,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
244,41,"Homme",196356,"Célibataire",0,17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
245,19,"Homme",19340,"Célibataire",0,25,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
246,53,"Femme",38334,"Marié(e)",2,33.5,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
247,40,"Homme",45432,"Marié(e)",3,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
248,68,"Femme",30646,"Marié(e)",1,42.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
249,29,"Homme",28069,"Célibataire",0,44,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
250,66,"Femme",30943,"Marié(e)",0,28,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
251,70,"Femme",146688,"Célibataire",2,77.5,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1
252,21,"Femme",17338,"Célibataire",1,14,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
253,41,"Femme",18891,"Célibataire",0,33.5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
254,35,"Femme",43591,"Marié(e)",2,8.5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
255,41,"Femme",57887,"Marié(e)",3,19,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
256,47,"Femme",45547,"Marié(e)",2,37.5,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
257,52,"Homme",45407,"Marié(e)",3,34,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
258,18,"Homme",25298,"Célibataire",0,36.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
259,72,"Femme",31222,"Marié(e)",0,31,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
260,46,"Homme",58769,"Marié(e)",3,51,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
261,52,"Femme",55261,"Célibataire",0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
262,22,"Homme",18333,"Célibataire",0,20,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
263,27,"Homme",17909,"Célibataire",0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
264,77,"Femme",28729,"Veuf(ve)",0,43.5,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1
265,21,"Homme",26290,"Célibataire",0,42.5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
266,22,"Homme",25409,"Célibataire",0,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
267,71,"Homme",33879,"Marié(e)",1,22,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
268,50,"Femme",225279,"Marié(e)",2,40,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
269,41,"Femme",40935,"Célibataire",0,21,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
270,24,"Homme",20116,"Célibataire",0,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
271,24,"Homme",27526,"Célibataire",0,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
272,52,"Femme",18711,"Célibataire",0,25.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
273,29,"Homme",24268,"Célibataire",0,35,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
274,77,"Femme",28512,"Marié(e)",1,13,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
275,48,"Femme",42317,"Marié(e)",2,40,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
276,66,"Homme",146721,"Veuf(ve)",3,93.5,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1
277,52,"Femme",32663,"Marié(e)",2,40.5,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
278,23,"Homme",26734,"Célibataire",0,42,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
279,76,"Homme",212610,"Célibataire",0,66,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
280,78,"Femme",25319,"Marié(e)",1,22,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
281,70,"Femme",18579,"Veuf(ve)",1,16,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
282,24,"Homme",20686,"Célibataire",2,58.5,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1
283,27,"Homme",19632,"Célibataire",0,6.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
284,45,"Femme",47215,"Marié(e)",2,30.5,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
285,35,"Homme",46180,"Marié(e)",2,27.5,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
286,75,"Femme",19584,"Veuf(ve)",0,26,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
287,23,"Homme",21820,"Célibataire",0,13.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
288,68,"Femme",33328,"Marié(e)",1,62,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
289,47,"Femme",151746,"Marié(e)",0,31,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
290,46,"Homme",36207,"Marié(e)",2,21,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
291,39,"Homme",35641,"Marié(e)",3,24,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
292,74,"Homme",21080,"Veuf(ve)",0,13.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
293,24,"Homme",24377,"Célibataire",0,35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
294,466,"Homme",17679,"Marié(e)",0,72.5,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0
295,69,"Homme",20679,"Veuf(ve)",0,28.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
296,59,"Femme",212401,"Marié(e)",2,100,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1
297,27,"Homme",20378,"Célibataire",0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
298,20,"Homme",27857,"Célibataire",0,30.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
299,68,"Homme",33988,"Veuf(ve)",0,14,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
300,55,"Femme",238231,"Célibataire",0,67,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0
301,21,"Homme",24289,"Célibataire",0,33.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
302,61,"Femme",213279,"Marié(e)",1,28,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
303,20,"Homme",16094,"Célibataire",0,34.5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
304,70,"Femme",26080,"Veuf(ve)",1,23,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
305,25,"Femme",33387,"Célibataire",0,36,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
306,35,"Homme",49501,"Marié(e)",2,23.5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
307,18,"Homme",18655,"Célibataire",0,33,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
308,23,"Homme",18779,"Célibataire",0,46,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0
309,46,"Femme",27668,"Célibataire",1,46.5,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
310,54,"Femme",48964,"Marié(e)",3,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
311,36,"Femme",42683,"Marié(e)",3,55.5,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
312,52,"Homme",53463,"Marié(e)",2,50,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
313,22,"Homme",16883,"Célibataire",0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
314,66,"Homme",34483,"Marié(e)",1,39,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
315,80,"Homme",20429,"Veuf(ve)",1,60,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1
316,71,"Homme",26045,"Marié(e)",1,45.5,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1
317,39,"Femme",43197,"Marié(e)",2,18,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
318,76,"Homme",26795,"Marié(e)",1,17.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
319,65,"Homme",125424,"Célibataire",2,98.5,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1
320,69,"Femme",22949,"Marié(e)",1,30,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
321,76,"Femme",28550,"Marié(e)",1,12,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
322,55,"Femme",245633,"Célibataire",1,46,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
323,59,"Femme",37820,"Célibataire",0,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
324,25,"Homme",27407,"Célibataire",0,42.5,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
325,52,"Femme",59310,"Marié(e)",2,47.5,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
326,28,"Homme",15342,"Célibataire",0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
327,52,"Femme",244235,"Célibataire",1,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
328,44,"Homme",167577,"Célibataire",1,38,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
329,77,"Homme",34113,"Marié(e)",2,76.5,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1
330,29,"Homme",25834,"Célibataire",0,39,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0
331,48,"-",57649,"Marié(e)",3,32.5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
332,22,"Femme",125478,"Veuf(ve)",0,87.5,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1
333,46,"Homme",55573,"Marié(e)",2,49,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
334,51,"Homme",81573,"Marié(e)",2,47,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0
335,28,"Homme",16594,"Célibataire",0,48,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
336,25,"Homme",18081,"Célibataire",0,26,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
337,67,"Femme",34865,"Marié(e)",1,70,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1
338,74,"Homme",33439,"Veuf(ve)",1,39.5,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
339,20,"Femme",25552,"Célibataire",0,26,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
340,71,"Femme",19684,"Veuf(ve)",1,19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
341,20,"Homme",19274,"Célibataire",0,24.5,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
342,18,"Homme",20101,"Célibataire",0,18.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
343,22,"Femme",54870,"Célibataire",0,17.5,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
344,57,"Homme",43360,"Marié(e)",2,59.5,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
345,26,"Homme",28081,"Célibataire",0,35,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
346,70,"Femme",32136,"Marié(e)",1,36.5,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
347,37,"Homme",46294,"Marié(e)",2,42,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
348,78,"Homme",25628,"Veuf(ve)",0,46,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
349,54,"Homme",47489,"Marié(e)",2,24.5,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
350,55,"Femme",30553,"Marié(e)",2,45,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
351,52,"Femme",32151,"Marié(e)",3,42.5,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
352,22,"Homme",79178,"Veuf(ve)",3,69.5,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1
353,19,"Homme",25312,"Célibataire",0,20,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
354,78,"Femme",26714,"Veuf(ve)",0,21,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
355,266,"Femme",37601,"Veuf(ve)",2,41.5,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0
356,39,"Femme",244725,"Célibataire",0,22,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
357,47,"Homme",51181,"Marié(e)",0,39.5,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
358,61,"Femme",167738,"Marié(e)",3,65,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1
359,20,"Femme",199206,"Célibataire",2,67.5,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1
360,43,"Femme",31490,"Marié(e)",3,20,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
361,26,"Femme",55999,"Célibataire",0,15.5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
362,71,"Homme",28145,"Veuf(ve)",1,56.5,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
363,37,"Homme",31385,"Marié(e)",2,19.5,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
364,79,"Femme",32630,"Veuf(ve)",1,13.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
365,51,"Femme",17868,"Célibataire",0,16.5,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
366,41,"Homme",43547,"Marié(e)",2,42,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
367,73,"Femme",32601,"Veuf(ve)",0,45.5,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
368,27,"Homme",17648,"Célibataire",0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,29,"Femme",243843,"Marié(e)",3,53,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1
370,66,"Homme",25579,"Veuf(ve)",1,19.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
371,24,"Homme",24380,"Célibataire",0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
372,31,"Femme",49393,"Célibataire",0,32.5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
373,54,"Homme",41620,"Célibataire",1,69,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0
374,66,"Homme",28866,"Veuf(ve)",0,33,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
375,36,"Femme",18131,"Célibataire",1,24,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
376,38,"Femme",26988,"Célibataire",0,10.5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
377,18,"Homme",22785,"Célibataire",0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
378,70,"Femme",21668,"Marié(e)",1,48,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
379,41,"Femme",30853,"Marié(e)",3,21.5,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
380,39,"Homme",59719,"Marié(e)",2,20.5,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
381,20,"Femme",58407,"Célibataire",0,31.5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
382,36,"Homme",49740,"Marié(e)",3,46.5,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
383,23,"Homme",26655,"Célibataire",0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
384,19,"Homme",16194,"Célibataire",0,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
385,55,"Homme",225923,"Célibataire",3,54.5,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
386,23,"Femme",180419,"Veuf(ve)",1,96.5,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1
387,65,"Femme",22892,"Marié(e)",1,55,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
388,21,"Homme",16213,"Célibataire",0,19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
389,44,"Femme",30177,"Marié(e)",3,22,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
390,21,"Homme",21447,"Célibataire",0,22,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
391,25,"Femme",19578,"Célibataire",0,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
392,28,"Homme",17147,"Célibataire",0,20.5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
393,36,"Homme",124226,"Marié(e)",0,46.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
394,23,"Homme",29987,"Célibataire",0,17.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
395,69,"Homme",24966,"Marié(e)",1,56,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1
396,66,"Homme",20781,"Veuf(ve)",0,43,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
397,43,"Femme",171635,"Célibataire",2,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
398,65,"Homme",23068,"Veuf(ve)",1,40.5,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1
399,73,"Homme",19272,"Marié(e)",1,27.5,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
400,72,"Homme",21690,"Marié(e)",0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
401,51,"Homme",54307,"Marié(e)",2,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
402,22,"Homme",19208,"Célibataire",0,12.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
403,39,"Homme",55743,"Marié(e)",2,52.5,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
404,37,"Homme",240310,"Célibataire",1,13.5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
405,23,"Homme",19179,"Célibataire",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
406,480,"Femme",43446,"Célibataire",0,38,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
407,47,"Homme",76373,"Célibataire",3,63,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
408,51,"Femme",160499,"Veuf(ve)",0,55.5,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
409,25,"Femme",50391,"Célibataire",1,20,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
410,53,"Femme",151554,"Marié(e)",3,88,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
411,37,"Femme",28940,"Célibataire",1,8,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
412,38,"Femme",43862,"Marié(e)",3,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
413,62,"Homme",139307,"Célibataire",1,28,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
414,56,"Homme",131123,"Célibataire",3,108.5,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
415,36,"Homme",31411,"Marié(e)",2,17.5,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
416,25,"Homme",24218,"Célibataire",0,39.5,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
417,38,"Femme",176418,"Célibataire",2,51.5,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
418,47,"Homme",238996,"Marié(e)",1,36,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
419,62,"Homme",174834,"Célibataire",0,37.5,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1
420,21,"Homme",23755,"Célibataire",0,35.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
421,18,"Homme",24577,"Célibataire",0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
422,20,"Homme",29433,"Célibataire",0,60.5,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
423,51,"Homme",47550,"Marié(e)",2,36.5,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
424,48,"Homme",161068,"Célibataire",1,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
425,39,"Femme",55581,"Marié(e)",2,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
426,52,"Femme",39333,"Célibataire",0,24.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
427,41,"Homme",149746,"Marié(e)",0,35,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
428,35,"Femme",21390,"Célibataire",1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
429,58,"Homme",120940,"Célibataire",1,8.5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
430,65,"Femme",23972,"Marié(e)",1,23,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
431,26,"Homme",29168,"Célibataire",0,30.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
432,21,"Femme",52213,"Célibataire",0,26.5,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0
433,29,"Homme",22393,"Célibataire",0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
434,80,"Femme",20628,"Veuf(ve)",0,61.5,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1
435,47,"Homme",54770,"Marié(e)",3,29.5,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
436,38,"Homme",44782,"Marié(e)",2,23.5,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
437,40,"Femme",151845,"Marié(e)",1,14.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
438,65,"Femme",25147,"Marié(e)",1,13,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
439,41,"Homme",205876,"Célibataire",0,26.5,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
440,55,"Homme",40146,"Marié(e)",2,46,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
441,73,"Homme",27061,"Veuf(ve)",0,44,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1
442,23,"Homme",21330,"Célibataire",0,17.5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0
443,41,"Femme",55659,"Marié(e)",2,35,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
444,44,"Femme",215562,"Célibataire",2,11.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
445,60,"Femme",169606,"Célibataire",2,26.5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
446,36,"Femme",56688,"Marié(e)",2,30.5,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
447,43,"Femme",52774,"Célibataire",1,14,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
448,26,"Homme",27523,"Célibataire",0,26.5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0
449,41,"Femme",56969,"Célibataire",0,23,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
450,73,"Homme",30334,"Veuf(ve)",1,55.5,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1
451,47,"Femme",38926,"Marié(e)",2,21.5,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
452,19,"Homme",15228,"Célibataire",0,27.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
453,37,"Homme",42266,"Marié(e)",2,9.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
454,26,"Homme",20440,"Célibataire",0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
